NUM_DOCUMENTO_STD	FECHA_CREA	FECHA_FINALIZACION	MES_F	MES_F_1	MES_CREA	MES_CREA_1	ANIO_INGRESO	ASUNTO	D_T	INSTITUCION	RESPUESTA	CUERPO	UNIDAD_ORG
E-162384-2020	18-08-2020 12:39:17 PM	07-09-2020 10:18:44 AM	09	SEPTIEMBRE	08	AGOSTO    	2020	BANDEJA DIGITAL: TRASLADO DE SOLICITUD DE ACCESO A LA INFORMACIÓN PÚBLICA SEGÚN LO PREVISTO EN LA LEY N° 27806, SU REGLAMENTO Y MODIFICATORIA.	14	PCM	ATENDIDO CON FECHA 07-09-2020 MEDIANTE CORREO ELECTRÓNICO.	NULL	OFICINA DE ABASTECIMIENTO
E-040669-2020	05-02-2020 01:05:07 PM	03-08-2020 11:00:26 PM	08	AGOSTO    	02	FEBRERO   	2020	PARA CONOCIMIENTO Y FINES TRASLADA OFICIO N° 001-2019-A-CC-SC-PLP, SOLICITA LA EJECUCION DE DIVERSAS OBRAS TALES COMO CONSTRUCCION DEL HOSPITAL FELIPE HUAMAN POMA DE AYALA Y DE LAS REPRESAS CCECHCCAPAMPA Y OTROS. 	121	PCM	SE BRINDÓ ATENCIÓN MEDIANTE CARTA F N° 129-2020-MTC /21.OPP DIRIGIDA AL PRESIDENTE DEL FRENTE DE DEFENSA DE LOS INTERESES DE LA PROVINCIA DE LUCANAS - AYACUCHO - REF EXP. PVD E012004778 	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-153796-2020	07-08-2020 06:00:37 PM	08-10-2020 09:27:31 PM	10	OCTUBRE   	08	AGOSTO    	2020	EN REFERENCIA AL: OFICIO N° 319-2020-MDK/A	43	CONGRESO DE LA REPUBLICA	GO INFORMA QUE SE TRATA DEL MISMO PEDIDO DE LA HR I-160479-2020	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-147827-2020	31-07-2020 08:13:29 PM	08-10-2020 10:39:07 AM	10	OCTUBRE   	07	JULIO     	2020	BANDEJA DIGITAL: SOLICITA EJECUCIÓN DE PROYECTOS DE MEJORA DE INFRAESTRUCTURA VIAL EN EL DISTRITO DE ORONCCOY, AYACUCHO, SEGÚN CÓDIGOS ÚNICOS DE INVERSIÓN N° 2219057 Y 2436054.	48	DESPACHO PRESIDENCIAL	ATENDIDO CON OFICIO 1445-2020-MTC/21.GMS A LA MD DE ORONCCOY EL 08.10.2020	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-150819-2020	05-08-2020 12:43:38 PM	11-08-2020 10:06:48 PM	08	AGOSTO    	08	AGOSTO    	2020	"PROPUESTA DE MODIFICACIÓN DEL ARTÍCULO 29 DEL DECRETO DE URGENCIA N° 070-2020 PARA SU INCORPORACIÓN EN EL ""PROYECTO DE DECRETO DE URGENCIA QUE MODIFICA EL DECRETO DE URGENCIA N° 070-2020, DECRETO DE URGENCIA PARA LA REACTIVACIÓN ECONÓMICA Y ATENCIÓN DE LA POBLACIÓN A TRAVÉS DE LA INVERSIÓN PÚBLICA Y GASTO CORRIENTE ANTE LA EMERGENCIA SANITARIA PRODUCIDA POR EL COVID-19"""	4	MINISTERIO DE ECONOMIA Y FINANZAS	NULL	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-155824-2020	10-08-2020 08:05:39 PM	10-08-2020 10:17:23 PM	08	AGOSTO    	08	AGOSTO    	2020	BANDEJA DIGITAL: SOLICITA IMPLEMENTACIÓN DE MEDIDAS PARA LA EJECUCIÓN DEL PLAN NACIONAL DE LIMPIEZA Y DESINFECCIÓN DE VEHÍCULOS DE TRANSPORTE, ENTRE OTROS.	0	DESPACHO PRESIDENCIAL	SE DERIVA HR A: SUTRAN PARA EVALUAR, EMITIR INFORME, PREPARAR RESPUESTA. CC. COORDINACION PARLAMENTARIA.	NULL	SECRETARIA GENERAL
E-164052-2020	19-08-2020 08:03:55 PM	27-08-2020 11:46:10 PM	08	AGOSTO    	08	AGOSTO    	2020	"CARPETA FISCAL N° 151-2020. DISPOSICIÓN DE AMPLIACIÓN DE INVESTIGACIÓN PRELIMINAR SEGUIDA CONTRA JUAN HERNAN CUNIA OJEDA POR LA PRESUNTA COMISIÓN DEL DELITO CONDUCCIÓN EN ESTADO DE EBRIEDAD.
REMITE: SEGUNDA FISCALIA PROVINCIAL PENAL CORPORATIVA DE VENTANILLA"	6	MINISTERIO PUBLICO	SE FINALIZA LA PRESENTE HOJA DE RUTA MEDIANTE ESCRITO DE APERSONAMIENTO DE FECHA 27 DE AGOSTO DE 2020 EN VIRTUD DEL CUAL SE SOLICITA LOS ACTUADOS MÁS IMPORTANTES, PARA TOMAR CONOCIMIENTO DE LOS PORMENORES DE LA INVESTIGACIÓN. GUARDA RELACIÓN CON EL LEGAJO PENAL P-8322-2020	NULL	PROCURADURIA PUBLICA
E-150321-2020	04-08-2020 07:36:19 PM	04-09-2020 05:29:10 PM	09	SEPTIEMBRE	08	AGOSTO    	2020	PARA CONOCIMIENTO Y FINES TRASLADA EL EXPEDIENTE DEL SEÑOR NEPTALI RUBÉN OJEDA MIÑANO, PRESIDENTE DE PARTIDO POLÍTICO PERÚ AVANZADA NACIONAL, POR EL CUAL REMITE DIVERSAS SUGERENCIAS EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL A CONSECUENCIA DEL COVID 19.	23	PCM	OFICIO N° 4776-2020-MTC/26	NULL	DESPACHO VICEMINISTERIAL DE COMUNICACIONES
E-155859-2020	10-08-2020 08:25:40 PM	14-08-2020 12:19:50 AM	08	AGOSTO    	08	AGOSTO    	2020	REF. OFICIO N° 02337-2020-MTC/19. PRONUNCIAMIENTO DEL SECTOR SALUD PARA INCREMENTAR LA DEMANDA EN LA LINEA 1 DEL METRO. 	4	MINISTERIO DE SALUD	OFICIO 2753-2020-MTC-19	NULL	DIRECCION GENERAL DE PROGRAMAS Y PROYECTOS DE TRANSPORTE-(NUEVO-ROF)
E-158688-2020	13-08-2020 11:49:05 AM	05-10-2020 02:43:15 PM	10	OCTUBRE   	08	AGOSTO    	2020	ESPECIFICACIONES TECNICAS PARA LA ADQUISICION DE PLANTAS DE GENERACION DE OXIGENO EN REGIONES PRIORIZADAS POR EL MINSA	37	MINISTERIO DE SALUD	SE ENVIO AL DIRECTOR GENERAL - JUAN LUIS HERRERA CHEJO - DIRECCION GENERAL DE OPERACIONES DE SALUD - DGOS - MINISTERIO DE SALUD 	NULL	PROYECTO JUEGOS PANAMERICANOS 2019 - DIRECCIÓN EJECUTIVA
E-163138-2020	19-08-2020 09:04:08 AM	19-08-2020 09:47:37 AM	08	AGOSTO    	08	AGOSTO    	2020	REMITE COPIA DE OFICIO Nº 0128-2020-2021-MAPG/CR, CONGRESISTA MARCOS ANTONIO PICHILINGUE GÓMEZ SOLICITA OTORGAR UN SUBSIDIO ECONÓMICO A FAVOR DE LOS PRESTADORES DEL SERVICIO DE TRANSPORTE INTERPROVINCIAL.	0	PCM	VIENE SIENDO TRAMITADA CON LA HR E  136586-2020	NULL	SECRETARIA GENERAL
E-161903-2020	17-08-2020 08:17:11 PM	15-09-2020 06:30:55 PM	09	SEPTIEMBRE	08	AGOSTO    	2020	BANDEJA DIGITAL: SOLICITA ASISTENCIA PARA EL FINANCIAMIENTO DEL PROYECTO DE MEJORA  DEL SERVICIO DE TRANSITABILIDAD VIAL EN EL DISTRITO DE CAPILLAS, HUANCAVELICA, SEGÚN CÓDIGO ÚNICO DE INVERSIÓN Nº 2377003.	21	DESPACHO PRESIDENCIAL	SE BRINDÓ ATENCION MEDIANTE CARTA F N° 079-2020-MTC-21.OPP DIRIGIDO AL ALCALDE DE LA MUNICIPALIDAD DISTRITAL DE CAPILLAS - HUANCAVELICA - REF EXP. PVD E012007181 Y H.R MTC E-075349-2020 - EXP. PVD E012016934 Y H.R. MTC E-161903-2020	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-161904-2020	17-08-2020 08:19:57 PM	19-08-2020 07:20:35 PM	08	AGOSTO    	08	AGOSTO    	2020	BANDEJA DIGITAL: REMITE COMENTARIOS RESPECTO A LA VIABILIDAD DEL PROYECTO DE CONSTRUCCIÓN DEL AEROPUERTO DE CHINCHEROS, CUSCO, ENTRE OTROS.	2	DESPACHO PRESIDENCIAL	SE ATENDIÓ CON OFICIO N° 302- 2020-MTC/12.08	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-161906-2020	17-08-2020 08:26:02 PM	20-08-2020 04:29:29 PM	08	AGOSTO    	08	AGOSTO    	2020	BANDEJA DIGITAL: SOLICITA REINCORPORACIÓN LABORAL AL AMPARO DE LA LEY N° 30484, ENTRE OTROS.	3	DESPACHO PRESIDENCIAL	SE REMITIO EL OFICIO Nº 245-2020-MTC/11 PARA SU NOTIFICACION A TRAVES DE LA MESA DE PARTES DEL MTC.	NULL	SECRETARIA GENERAL
E-150129-2020	04-08-2020 05:33:02 PM	12-10-2020 07:10:49 PM	10	OCTUBRE   	08	AGOSTO    	2020	"BANDEJA DIGITAL: EN REFERENCIA AL REGSITRO PCM N° 2020-0016536, SOLICITA SU APOYO A FIN DE ACELERAR EL PROYECTO ""INSTALACIÓN DE BANDA ANCHA PARA LA CONECTIVIDAD INTEGRAL Y DESARROLLO SOCIAL DE LA REGIÓN AREQUIPA"""	47	PCM	CON OFICIO N° 1378-2020-MTC/24	NULL	DESPACHO VICEMINISTERIAL DE COMUNICACIONES
E-150130-2020	04-08-2020 05:35:04 PM	22-09-2020 12:42:35 AM	09	SEPTIEMBRE	08	AGOSTO    	2020	"BANDEJA DIGITAL: REITERA PEDIDO DE REUNIÓN VIRTUAL, POR ZOOM, PARA EXPLICAR PROPUESTA DE REACTIVACIÓN DE NUESTRA ECONOMÍA PRESENTADA EN OFICIOS N°004 Y 010 -2020-DE.
"	35	PCM	NULL	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-150135-2020	04-08-2020 05:37:35 PM	04-08-2020 07:42:51 PM	08	AGOSTO    	08	AGOSTO    	2020	BANDEJA DIGITAL: SOLICITA CUMPLIMIENTO Y HACER CUMPLIR LA LEY  NO.- 30900, DISPONGA QUE LA ATU EMITA EL ACTO RESOLUTIVO DE INICIO DE SUS FUNCIONES EN CUANTO A LOS CORREDORES COMPLEMENTARIOS, SUSCRIBIENDO PARA TALES EFECTOS LAS ADENDAS DE CESIÓN DE POSICIÓN CONTRACTUAL DE LOS CORREDORES COMPLEMENTARIOS.	0	PCM	TRAMITADO A LA ATU PARA SU ATENCION, A TRAVES DEL SERVICIO DE NOTIFICACIONES 	NULL	SECRETARIA GENERAL
E-162654-2020	18-08-2020 03:56:42 PM	29-08-2020 02:55:27 PM	08	AGOSTO    	08	AGOSTO    	2020	9FPPCDFLN/ SOLICITA INFORMACIÓN ACERCA SI LA PERSONA DE KELVIN JOSE CADENA MARQUEZ, DE NACIONALIDAD VENEZOLANA CUENTA CON LICENCIA DE CONDUCIR. 	8	MINISTERIO PUBLICO	NULL	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-163173-2020	19-08-2020 09:21:51 AM	03-09-2020 06:41:51 PM	09	SEPTIEMBRE	08	AGOSTO    	2020	REMITE OFICIO N° 148-2020/JBAT-CR DE CONGRESISTA JULIA BENIGNA AYQUIPA TORRES EXPONE SITUACIÓN DE LA REGIÓN ICA ANTE LA PANDEMIA POR EL COVID- 19 Y SOLICITA UNA REUNIÓN CON CARÁCTER DE URGENTE PARA ABORDAR PROBLEMÁTICA DIVERSA EN LA REGIÓN ICA	11	PCM	SE REMITIÓ A MESA DE PARTES DE LA PCM	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-163144-2020	19-08-2020 09:07:48 AM	12-11-2020 06:03:31 AM	11	NOVIEMBRE 	08	AGOSTO    	2020	PARA CONOCIMIENTO Y FINES TRASLADAN COMUNICACIÓN DEL SEÑOR ROBERT NUGENT, LÍDER GRUPO DE TRABAJO CONSORCIO SDN. SUGIERE IMPLEMENTAR EL SISTEMA ASEGURATIVO POR REPOSICIÓN PROPUESTO PARA LA PREVENCIÓN Y RECONSTRUCCIÓN DE COBERTURA CATASTRÓFICA, PUENTES, TÚNELES Y VIVIENDAS DE LA POBLACIÓN.	59	PCM	SE TOMO CONOCIIMIENTO	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-165116-2020	20-08-2020 06:49:20 PM	21-08-2020 02:45:41 PM	08	AGOSTO    	08	AGOSTO    	2020	SOBRE REUNIÓN DE COORDINACIÓN CON PROVIAS DESCENTRALIZADO EN SAN MARTIN, SE REALIZARÁ DEL 24 AL 28 DE AGOSTO DE ESTE AÑO. <ASALAS@CONGRESO.GOB.PE>.	0	CONGRESO DE LA REPUBLICA	" SOLICITA TENER UNA REUNIÓN CON LA UNIDAD ZONAL SAN
MARTIN, PARA EL DÍA MIÉRCOLES 26 DE AGOSTO DEL PRESENTE AÑO A LAS 15:00 HORAS, RELACIONADO AL TEMA
DE ARRANCA PERÚ.
EN ESE SENTIDO, SE LE DESIGNA A FIN DE QUE BRINDE "	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-161636-2020	17-08-2020 04:25:34 PM	28-08-2020 05:47:34 PM	08	AGOSTO    	08	AGOSTO    	2020	SEGUIMIENTO A LAS INTERVENCIONES DE RECONSTRUCCIÓN CON CAMBIOS A CARGO DEL GOBIERNO NACIONAL. <DSIVINCHA@PCM.GOB.PE>	9	PCM	SE TOMÓ CONOCIMIENTO	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-149073-2020	03-08-2020 05:02:01 PM	10-08-2020 11:01:34 PM	08	AGOSTO    	08	AGOSTO    	2020	1° FISCALIA PROVINCIAL  PENAL COROPORATIVA DE VENTANILLA, CEDULA DE NOTIFICACION NRO 3950-2020 // CF. 201-2020   SE ADJUNTA CARGO DE NOTIFICACIÓN NRO. 3950-2020 Y DISPOSICIÓN FISCAL NRO. 1 - ABSTENCION DEL EJERCICIO DE LA ACCION PENAL, DIRIGIDO A LA PROCURADURÌA PÙBLICA DEL MINISTERIO DE TRANSPORTES Y COMUNICACIONES.  EL CARGO DE NOTIFICACIÓN DEBERÁ SER ESCANEADO Y ENVIADO AL CORREO INSTITUCIONAL MP1FPPCV3D@MAIL.MPFN.GOB.PE  JUAN ADRIAN MARIÑO MANCILLA ASISTENTE EN FUNCIÓN FISCAL 1FPPC-LNO CELULAR 945702710	5	MINISTERIO PUBLICO	MEDIANTE ESCRITO DE APERSONAMIENTO DIRIGIDO A LA PRIMERA FISCALÍA PROVINCIAL PENAL CORPORATIVA DE VENTANILLA, SE HA SOLICITADO EL VOUCHER DE PAGO POR EL MONTO DE S/. 420.00 SOLES, CON MOTIVO DE LA ABSTENCIÓN DE EJERCICIO DE ACCIÓN PENAL Y POSTERIOR ARCHIVO. GUARDA RELACIÓN CON LEGAJO P-34931-2019	NULL	PROCURADURIA PUBLICA
E-038135-2020	04-02-2020 09:55:36 AM	11-08-2020 08:50:02 PM	08	AGOSTO    	02	FEBRERO   	2020	REMITE OFICIO N°051-2020-MPSC/A DE LA MUNICIPALIDAD PROVINCIAL DE SAN CRUZ, REGISTRADO CON 20-0002609	128	PCM	SE ATENDIO CON OFIC-000207-2020-MTC/20 A LA MUNICIPALIDAD PROVINCIAL DE SANTA CRUZ	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-164828-2020	20-08-2020 03:51:49 PM	28-08-2020 11:59:01 AM	08	AGOSTO    	08	AGOSTO    	2020	4TA FISCALÍA PROVINCIAL PENAL CORPORATIVA DE MAYNAS - CASO Nº 2406044502-2585-2019-0 DENUNCIADO SR. JULIO SANCHEZ PEREZ, METERIA CONTRA LA SEGURIDAD PÚBLICA. <POSALAZAR@MPFN.GOB.PE>	6	MINISTERIO PUBLICO	A CONOCIMIENTO	NULL	PROCURADURIA PUBLICA
E-157856-2020	12-08-2020 03:10:06 PM	03-09-2020 06:24:03 PM	09	SEPTIEMBRE	08	AGOSTO    	2020	TRASLADO DEL OFICIO DE LA REFERENCIA SUSCRITO POR EL ALCALDE DISTRITAL DE PULAN – SANTA CRUZ – CAJAMARCA, RESPECTO A LA SOLICITUD DE APOYO CONGRESAL EN EL SEGUIMIENTO A LOS PROYECTOS DE INVERSIÓN PÚBLICA CORRESPONDIENTE AL SECTOR DEL MTC – PROVIAS DESCENTRALIZADO. <MGCRUZ_2020@HOTMAIL.COM>	16	CONGRESO DE LA REPUBLICA	SE REMITIÓ A MESA DE PARTES DEL CONGRESO 	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-150211-2020	04-08-2020 06:21:23 PM	08-08-2020 12:33:08 PM	08	AGOSTO    	08	AGOSTO    	2020	ATENCIÓN DE LA MESA DE PARTES DE LA PRESIDENCIA DEL CONSEJO DE MINISTROS, DECRETO SUPREMO N° 116-2020-PCM	3	PCM	SE TOMO CONOCIMIENTO 	NULL	SECRETARIA GENERAL
E-158186-2020	12-08-2020 05:57:29 PM	15-09-2020 04:06:36 PM	09	SEPTIEMBRE	08	AGOSTO    	2020	SOLICITA SE LE INFORME SOBRE LOS PROYECTOS DE CÓDIGO ÚNICO DE INVERSIÓN (CUI) 2305892 Y 2261010.  	24	CONGRESO DE LA REPUBLICA	SE REMITIÓ OFICIO CONFORME	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-156528-2020	11-08-2020 01:23:59 PM	31-08-2020 10:44:45 AM	08	AGOSTO    	08	AGOSTO    	2020	REITERA PEDIDO DE OPINIÓN DEL PROYECTO DE LEY NRO. 5272-2020-CR.  SOLICITA REMISION DE INFORMACION EN EL PLAZO DE 03 DIAS HABILES.	14	PCM	ATENDIDO CON OFICIO NO.109-2020-MTC/01 A JOSE LUIS LUNA  MORALES PDTE CDCORSP CR OSPL N° 5772.2020-CR	NULL	SECRETARIA GENERAL
E-159937-2020	14-08-2020 01:52:48 PM	21-10-2020 12:00:48 PM	10	OCTUBRE   	08	AGOSTO    	2020	 TRASLADO PEDIDO DEL ALCALDE DE LA MUNICIPALIDAD PROVINCIAL DE CHURCAMPA, REGIÓN HUANCAVELICA QUIEN SOLICITA INTERVENCIÓN DEL PROYECTO DE. “CREACIÓN DEL PUENTE VEHICULAR INTERREGIONAL CHALLHUAN, EN ELA LOCALIDAD DE CHALLHUAN DISTRITO DE CHURCAMPA, CHURCAMPA, HUANCAVELICA, DISTRITO DE SANTILLANA, DISTRITO HUANTA, HUANTA, AYACUCHO.” <IDIEGO@CONGRESO.GOB.PE>	46	CONGRESO DE LA REPUBLICA	OFICIO ENTREGADO CONFORME	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-162667-2020	18-08-2020 04:10:31 PM	NULL	NULL	NULL	08	AGOSTO    	2020	REMITE OFICIO N° 0312-2020-2021-CTC/CR, DEL CONGRESISTA LUIS CARLOS SIMEÓN HURTADO, PRESIDENTE DE LA COMISIÓN DE COMISIÓN DE TRANSPORTES Y COMUNICACIONES SOLICITA OPINIÓN DEL PROYECTO DE LEY Nº 5824/2020-CR	80	PCM	OFICIO D001452-2002-PCM-SC 	NULL	DESPACHO VICEMINISTERIAL DE COMUNICACIONES
E-164703-2020	20-08-2020 02:31:34 PM	14-09-2020 10:24:08 AM	09	SEPTIEMBRE	08	AGOSTO    	2020	OFICIO MULTIPLE Nº D001379-2020-PCM/SC - DESIGNACIÓN DEL MIEMBRO DEL TRIBUNAL DE SOLUCIÓN DE CONTROVERSIAS DE OSINERGMIN	17	PCM	NULL	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-158682-2020	13-08-2020 11:45:40 AM	09-12-2020 07:04:29 PM	12	DICIEMBRE 	08	AGOSTO    	2020	ESPECIFICACIONES TECNICAS PARA LA ADQUISICION DE PLANTAS MOVILES DE GENERACION DE OXIGENO MEDICINAL POR EL SISTEMA PSA EN CONTENEDORES DE 40 PIES PARA REGIONES PRIORIZADAS POR EL MINSA 	81	MINISTERIO DE SALUD	NULL	NULL	PEJP2019 - OFICINA DE ADMINISTRACIÓN2
E-163750-2020	19-08-2020 03:29:09 PM	09-11-2020 11:42:09 AM	11	NOVIEMBRE 	08	AGOSTO    	2020	"APLICACIÓN DE LA INFRACCIÓN M.41 DEL TEXTO ÚNICO ORDENADO DEL REGLAMENTO NACIONAL DE TRÁNSITO - CÓDIGO DE TRÁNSITO (DECRETO SUPREMO N° 016-2009-MTC Y MODIFICATORIAS). <GAVENDANO@DEFENSORIA.GOB.PE>
"	56	DEFENSORIA DEL PUEBLO	SE FINALIZA CON ACUSE DE RECIBO	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-163961-2020	19-08-2020 06:00:51 PM	23-09-2020 04:01:05 PM	09	SEPTIEMBRE	08	AGOSTO    	2020	SOLICITO INSTALACIÓN DE ANTENA DE TELEFONÍA CELULAR EN LA COMUNIDAD NATIVA TRES FRONTERAS, EN EL MARCO DEL PROGRAMA NACIONAL DE TELECOMUNICACIONES.	25	CONGRESO DE LA REPUBLICA	SE ENTREGÓ OFICIO CONFORME	NULL	DESPACHO VICEMINISTERIAL DE COMUNICACIONES
E-162542-2020	18-08-2020 02:18:10 PM	NULL	NULL	NULL	08	AGOSTO    	2020	SOLICITO INFORMACIÓN RESPECTO A LA CONSTITUCIÓN DE LOS CAAT.	80	CONGRESO DE LA REPUBLICA	NULL	NULL	PROYECTO JUEGOS PANAMERICANOS 2019 - DIRECCIÓN EJECUTIVA
E-161041-2020	17-08-2020 09:39:12 AM	11-09-2020 04:09:58 PM	09	SEPTIEMBRE	08	AGOSTO    	2020	"TRASLADA PEDIDO DEL ALCALDE DE LA MUNICIPALIDAD DELEGADA DE LAGUNAS DE SAN
PABLO, SOLICITA LA INSTALACIÓN DE UNA ESTACIÓN REPETIDORA CELULAR PARA COMUNICACIÓN, PARA ELLO SE CUENTA CON UNA ANTENA DE COMUNICACIÓN QUE ESTÁ UBICADO A 10 KM DEL CENTRO POBLADO"	19	CONGRESO DE LA REPUBLICA	SE REMITIÓ OFICIO AL CONGRESO Y SE RECIBIÓ CONFORME	NULL	DESPACHO VICEMINISTERIAL DE COMUNICACIONES
E-161344-2020	17-08-2020 01:18:37 PM	26-08-2020 05:17:13 PM	08	AGOSTO    	08	AGOSTO    	2020	"TRASLADA PEDIDO SOBRE ESTADO SITUACIONAL DE AUTORIZACIÓN DE SERVICIO DE RADIO DIFUSIÓN COMUNITARIA DE LA ASOCIACIÓN DE PROMOTORES DE SALUD DEL DISTRITO DE SANTILLANA – HUANTA – AYACUCHO. <PERCIRIVASCONGDELAREPUBLICA@GMAIL.COM>
"	7	CONGRESO DE LA REPUBLICA	SE REMITIÓ OFICIO A MESA DE PARTES FÍSICA DEL CONGRESO DE LA REPÚBLICA	NULL	DESPACHO VICEMINISTERIAL DE COMUNICACIONES
E-156062-2020	11-08-2020 09:44:16 AM	NULL	NULL	NULL	08	AGOSTO    	2020	"REMITE OFICIO Nº 215-202-A/MPS, SOBRE COMUNICACIÓN DEL SEÑOR IVÁN OLIVERA MEZA, ALCALDE DE LA MUNICIPALIDAD PROVINCIAL DE SATIPO, QUIEN SOLICITA PRIORIZACIÓN DE ANTENAS MÓVILES E INSTALACIÓN DE BANDA ANCHA DE INTERNET EN LA
PROVINCIA DE SATIPO"	85	PCM	NULL	NULL	DESPACHO VICEMINISTERIAL DE COMUNICACIONES
E-157134-2020	11-08-2020 07:40:06 PM	17-09-2020 12:30:57 PM	09	SEPTIEMBRE	08	AGOSTO    	2020	"SOLICITUD DE INTERVENCIÓN PRESENTADA POR EL CIUDADANO YONNY IBARRA DE LA CALLE, DEBIDO A LA DEMORA EN LA ATENCIÓN DE SU RECLAMACIÓN PRESENTADA CON FECHA 05 DE
MARZO DEL 2020. <MNAVARRE@DEFENSORIA.GOB.PE>"	27	DEFENSORIA DEL PUEBLO	NULL	NULL	DIRECCION GENERAL DE AUTORIZACIONES EN TRANSPORTES-(NUEVO-ROF)
E-157361-2020	12-08-2020 08:57:35 AM	19-11-2020 03:56:23 PM	11	NOVIEMBRE 	08	AGOSTO    	2020	"IMPLEMENTACIÓN DE PUENTE BAILEY EM EL DISTRITO DE MANANTAY, CORONEL PORTILLO,REFERENCIA: OFICIO N° 258-2020-MDM-ALC
"	69	CONGRESO DE LA REPUBLICA	OFICIO ENTREGADO CONFORME	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-162069-2020	18-08-2020 09:39:48 AM	12-11-2020 12:52:06 PM	11	NOVIEMBRE 	08	AGOSTO    	2020	TRASLADA PEDIDO Y SOLICITA INFORMACIÓN 	60	CONGRESO DE LA REPUBLICA	OFICIO ENTREGADO CONFORME	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-159065-2020	13-08-2020 04:51:11 PM	14-08-2020 10:23:31 AM	08	AGOSTO    	08	AGOSTO    	2020	"MANIFESTA PARABIENES EN LA GESTIÓN QUE CONTINÚA EN EL GABINETE, EN EL MARCO DE
LA CONFIANZA OTORGADA POR EL CONGRESO DE LA REPÚBLICA EN FECHA 11 DE AGOSTO
DE 2020.  <GABRIELAVARGAS208@GMAIL.COM>"	0	CONGRESO DE LA REPUBLICA	ARCHIVO	NULL	DESPACHO MINISTERIAL
E-154103-2020	07-08-2020 11:08:00 PM	27-08-2020 12:02:34 PM	08	AGOSTO    	08	AGOSTO    	2020	INGRESADO POR LA MESA DE PARTES VIRTUAL. SOBRE EL LEVANTAMIENTO DE SUSPENSION DE LICENCIA DE CONDUCIR DE EL CIUDADANO  CHRISTIAN SANTIBAÑEZ MOSCOSO.	14	DEFENSORIA DEL PUEBLO	SE FINALIZA EN VIRTUD DEL OFICIO N° 10314-2020-MTC/17.03 DEL 26.08.2020	NULL	DIRECCION GENERAL DE AUTORIZACIONES EN TRANSPORTES-(NUEVO-ROF)
E-156080-2020	11-08-2020 09:50:38 AM	05-11-2020 01:02:37 PM	11	NOVIEMBRE 	08	AGOSTO    	2020	"PARA CONOCIMIENTO Y FINES TRASLADA COMUNICACIÓN DEL SEÑOR ANDRÉS ARAMBURÚ MOSCOSO SUPERINTENDENTE DE RESPONSABILIDAD SOCIAL COMPAÑÍA MINERA CHUNGAR S.A.C. COMUNICA QUE EL
02/07/2020 SE REALIZARAN LAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS, DESDE LAS LOCALIDADES DE
HUALLAY, PASCO, HUANCAYO, LIMA Y HUÁNUCO A LAS UNIDADES DE ANIMÓN E ISLAY; BAJO ESTRICTOS PROTOCOLOS SANITARIOS "	60	PCM	SE FINALIZA CON ACUSE DE RECIBO	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-156085-2020	11-08-2020 09:54:04 AM	25-08-2020 07:49:32 AM	08	AGOSTO    	08	AGOSTO    	2020	REMITE CARTA S/N, SUSCRITA POR PRESIDENTE DE LA ASOCIACIÓN PERUANA DE OPERADORES PORTUARIOS, SOLICITA REUNIÓN PARA EXPONERLE PREOCUPACIÓN EN RELACIÓN A LA INICIATIVA PUBLICA DENOMINADA PLATAFORMA LOGÍSTICA DE TIPO ANTEPUERTO CALLAO	10	PCM	SE SOSTUVO REUNIÓN EL 19 DE AGOSTO ENTRE VICEMINISTRO, PRESIDENTE DE ASPPOR, PRESIDENTE DE APN, DIRECTOR GENERAL DE PROGRAMAS Y PROYECTOS, DIRECTOR GENERAL DE TRANSPORTE MULTIMODAL. QUEDA CONSTANCIA EN CARTA DE AGRADECIMIENTO DE FECHA 21 DE AGOSTO 2020 REMITIDA POR PRESIDENTE DE ASPPOR A VICEMINISTRO DE TRANSPORTES	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
